"","week","weekly_rank","show_title","season_title","weekly_hours_viewed","runtime","weekly_views","cumulative_weeks_in_top_10","is_staggered_launch","awards","genre_Dramas","genre_Comedies","genre_International","english","season","is_limited_series"
"598","2022-06-12",1,"Stranger Things","Stranger Things 4",159240000,12.7,12538582.6771654,3,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"599","2022-06-12",2,"Stranger Things","Stranger Things 2",51420000,15.5833,3299686.20253733,3,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"600","2022-06-12",3,"Stranger Things","N/A",50290000,15.5833,3227172.67844423,4,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"601","2022-06-12",4,"Stranger Things","Stranger Things 3",47600000,12.7,3748031.49606299,3,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"602","2022-06-12",5,"Peaky Blinders","Peaky Blinders: Season 6",45710000,15.5833,2933268.30645627,1,"false",FALSE,FALSE,FALSE,TRUE,TRUE,6,FALSE
"603","2022-06-12",7,"First Kill","First Kill: Season 1",30340000,12.7,2388976.37795276,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"604","2022-06-12",8,"The Lincoln Lawyer","The Lincoln Lawyer: Season 1",27190000,8.9833,3026727.37190119,5,"false",FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE
"605","2022-06-12",9,"All American","All American: Season 4",26690000,12.7,2101574.80314961,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"606","2022-06-12",10,"Who Killed Sara?","Who Killed Sara?: Season 3",9030000,14.3167,630731.942416898,4,"false",FALSE,FALSE,FALSE,TRUE,FALSE,3,FALSE
"607","2022-06-05",1,"Stranger Things","Stranger Things 4",335010000,8.9833,37292531.6977057,2,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"608","2022-06-05",2,"Stranger Things","N/A",75080000,14.3167,5244225.27537771,3,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"609","2022-06-05",3,"Stranger Things","Stranger Things 2",58270000,15.5833,3739259.33531409,2,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"610","2022-06-05",4,"Stranger Things","Stranger Things 3",47420000,12.7,3733858.26771654,2,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"611","2022-06-05",5,"The Lincoln Lawyer","The Lincoln Lawyer: Season 1",42530000,11.1667,3808645.34732732,4,"false",FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE
"612","2022-06-05",6,"All American","All American: Season 4",30640000,11.1667,2743872.40635103,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"613","2022-06-05",7,"Ozark","Ozark: Season 4",16770000,12.7,1320472.44094488,13,"false",TRUE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"614","2022-06-05",9,"Bridgerton","Bridgerton: Season 2",9990000,15.5833,641070.889991209,11,"false",TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"615","2022-06-05",10,"The Blacklist","The Blacklist: Season 8",8710000,15.5833,558931.676859202,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,8,FALSE
"616","2022-06-05",2,"Who Killed Sara?","Who Killed Sara?: Season 3",15570000,14.3167,1087541.12330355,3,"false",FALSE,FALSE,FALSE,TRUE,FALSE,3,FALSE
"617","2022-06-05",9,"SHAMAN KING","SHAMAN KING: Season 1",8770000,12.7,690551.181102362,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
"618","2022-05-29",1,"Stranger Things","Stranger Things 4",286790000,11.1667,25682609.902657,1,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"619","2022-05-29",2,"The Lincoln Lawyer","The Lincoln Lawyer: Season 1",64820000,12.7,5103937.00787402,3,"false",FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE
"620","2022-05-29",3,"Stranger Things","N/A",38050000,11.1667,3407452.51506712,2,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"621","2022-05-29",4,"Stranger Things","Stranger Things 3",24290000,12.7,1912598.42519685,1,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"622","2022-05-29",5,"Stranger Things","Stranger Things 2",22210000,8.9833,2472365.38911091,1,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"623","2022-05-29",6,"Ozark","Ozark: Season 4",21910000,12.7,1725196.8503937,12,"false",TRUE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"624","2022-05-29",8,"Love, Death & Robots","Love, Death & Robots: Volume 3",15390000,15.5833,987595.695391862,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"625","2022-05-29",9,"Bridgerton","Bridgerton: Season 2",11340000,11.1667,1015519.35665864,10,"false",TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"626","2022-05-29",10,"The Circle","The Circle: Season 4",10260000,15.5833,658397.130261241,3,"false",FALSE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"627","2022-05-29",2,"Who Killed Sara?","Who Killed Sara?: Season 3",31840000,14.3167,2223976.19563167,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE,3,FALSE
"628","2022-05-29",3,"Who Killed Sara?","Who Killed Sara?: Season 1",14600000,8.9833,1625237.9415137,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
"629","2022-05-29",8,"Who Killed Sara?","Who Killed Sara?: Season 2",11770000,15.5833,755295.733252905,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE
"630","2022-05-22",1,"The Lincoln Lawyer","The Lincoln Lawyer: Season 1",108090000,14.3167,7549924.21437901,2,"false",FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE
"631","2022-05-22",2,"Ozark","Ozark: Season 4",31400000,11.1667,2811931.90468088,11,"false",TRUE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"632","2022-05-22",4,"The Circle","The Circle: Season 4",15440000,8.9833,1718744.78198435,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"633","2022-05-22",5,"Bling Empire","Bling Empire: Season 2",15230000,11.1667,1363876.52574171,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"634","2022-05-22",6,"Love, Death & Robots","Love, Death & Robots: Volume 3",14420000,11.1667,1291339.42883753,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"635","2022-05-22",7,"Bridgerton","Bridgerton: Season 2",13660000,15.5833,876579.415143134,9,"false",TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"636","2022-05-22",8,"Workin' Moms","Workin' Moms: Season 6",12740000,11.1667,1140892.11673995,2,"false",FALSE,FALSE,FALSE,TRUE,TRUE,6,FALSE
"637","2022-05-22",10,"Stranger Things","N/A",9490000,15.5833,608985.259861518,1,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"638","2022-05-22",1,"Who Killed Sara?","Who Killed Sara?: Season 3",46590000,15.5833,2989739.01548453,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE,3,FALSE
"639","2022-05-22",5,"Who Killed Sara?","Who Killed Sara?: Season 1",14210000,8.9833,1581824.05129518,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
"640","2022-05-15",1,"Ozark","Ozark: Season 4",48620000,12.7,3828346.45669291,10,"false",TRUE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"641","2022-05-15",2,"The Lincoln Lawyer","The Lincoln Lawyer: Season 1",45090000,11.1667,4037898.39433315,1,"false",FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE
"642","2022-05-15",3,"Workin' Moms","Workin' Moms: Season 6",19190000,12.7,1511023.62204724,1,"false",FALSE,FALSE,FALSE,TRUE,TRUE,6,FALSE
"643","2022-05-15",4,"Bridgerton","Bridgerton: Season 2",16020000,15.5833,1028023.58935527,8,"false",TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"644","2022-05-15",5,"The Circle","The Circle: Season 4",14120000,8.9833,1571805.46124475,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"645","2022-05-15",6,"Grace and Frankie","Grace and Frankie: Season 7",12260000,15.5833,786739.650780002,3,"false",FALSE,FALSE,FALSE,FALSE,TRUE,7,FALSE
"646","2022-05-15",7,"Selling Sunset","Selling Sunset: Season 5",10860000,15.5833,696899.886416869,4,"false",FALSE,FALSE,FALSE,FALSE,TRUE,5,FALSE
"647","2022-05-15",8,"Bling Empire","Bling Empire: Season 2",10750000,12.7,846456.692913386,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"648","2022-05-08",1,"Ozark","Ozark: Season 4",102120000,15.5833,6553169.09768791,9,"false",TRUE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"649","2022-05-08",2,"Grace and Frankie","Grace and Frankie: Season 7",23180000,14.3167,1619088.19769919,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE,7,FALSE
"650","2022-05-08",3,"Bridgerton","Bridgerton: Season 2",21240000,11.1667,1902083.87437649,7,"false",TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"651","2022-05-08",4,"Selling Sunset","Selling Sunset: Season 5",17410000,15.5833,1117221.64111581,3,"false",FALSE,FALSE,FALSE,FALSE,TRUE,5,FALSE
"652","2022-05-08",7,"Ozark","Ozark: Season 1",13640000,15.5833,875295.989937946,4,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"653","2022-05-08",10,"Elite","Elite: Season 5",9490000,8.9833,1056404.6619839,5,"false",FALSE,FALSE,FALSE,TRUE,FALSE,5,FALSE
"654","2022-05-01",1,"Ozark","Ozark: Season 4",78400000,12.7,6173228.34645669,8,"false",TRUE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"655","2022-05-01",2,"Selling Sunset","Selling Sunset: Season 5",34310000,11.1667,3072528.14170704,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE,5,FALSE
"656","2022-05-01",4,"Bridgerton","Bridgerton: Season 2",29740000,12.7,2341732.28346457,6,"false",TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"657","2022-05-01",7,"Grace and Frankie","Grace and Frankie: Season 7",15470000,15.5833,992729.396212612,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,7,FALSE
"658","2022-05-01",9,"Bridgerton","Bridgerton: Season 1",12130000,8.9833,1350283.30346309,6,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"659","2022-05-01",4,"Elite","Elite: Season 5",14890000,12.7,1172440.94488189,4,"false",FALSE,FALSE,FALSE,TRUE,FALSE,5,FALSE
"660","2022-04-24",2,"Bridgerton","Bridgerton: Season 2",46130000,15.5833,2960220.23576521,5,"false",TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"661","2022-04-24",5,"Selling Sunset","Selling Sunset: Season 5",28360000,8.9833,3156969.04255674,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,5,FALSE
"662","2022-04-24",6,"Bridgerton","Bridgerton: Season 1",17280000,8.9833,1923569.28968197,5,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"663","2022-04-24",9,"Married at First Sight","Married at First Sight: Season 10",12810000,8.9833,1425979.31717743,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,10,FALSE
"664","2022-04-24",2,"Elite","Elite: Season 5",29490000,8.9833,3282758.00652322,3,"false",FALSE,FALSE,FALSE,TRUE,FALSE,5,FALSE
"665","2022-04-17",1,"Bridgerton","Bridgerton: Season 2",66610000,12.7,5244881.88976378,4,"false",TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"666","2022-04-17",4,"Bridgerton","Bridgerton: Season 1",23300000,11.1667,2086560.935639,4,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"667","2022-04-17",7,"Queen of the South","Queen of the South: Season 5",13100000,15.5833,840643.509397881,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE,5,FALSE
"668","2022-04-17",8,"Better Call Saul","Better Call Saul: Season 5",12430000,15.5833,797648.765024096,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE,5,FALSE
"669","2022-04-17",1,"Elite","Elite: Season 5",67390000,15.5833,4324501.22887963,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE,5,FALSE
"670","2022-04-17",9,"Elite","Elite: Season 1",10110000,14.3167,706168.320911942,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
"671","2022-04-10",1,"Bridgerton","Bridgerton: Season 2",115750000,11.1667,10365640.69958,3,"false",TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"672","2022-04-10",3,"Bridgerton","Bridgerton: Season 1",35760000,15.5833,2294764.26687544,3,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"673","2022-04-10",6,"Better Call Saul","Better Call Saul: Season 5",15170000,12.7,1194488.18897638,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,5,FALSE
"674","2022-04-10",9,"The Last Kingdom","The Last Kingdom: Season 5",12970000,15.5833,832301.245564162,5,"false",FALSE,FALSE,FALSE,TRUE,TRUE,5,FALSE
"675","2022-04-10",1,"Elite","Elite: Season 5",51380000,11.1667,4601180.29498419,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE,5,FALSE
"676","2022-04-03",1,"Bridgerton","Bridgerton: Season 2",251740000,12.7,19822047.2440945,2,"false",TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"677","2022-04-03",2,"Bridgerton","Bridgerton: Season 1",53020000,8.9833,5902062.71637372,2,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"678","2022-04-03",5,"The Last Kingdom","The Last Kingdom: Season 5",19110000,11.1667,1711338.17510992,4,"false",FALSE,FALSE,FALSE,TRUE,TRUE,5,FALSE
"679","2022-04-03",6,"Top Boy","Top Boy: Season 2",16490000,15.5833,1058184.08167718,3,"false",TRUE,FALSE,FALSE,TRUE,TRUE,2,FALSE
"680","2022-04-03",8,"Top Boy","Top Boy: Season 1",13200000,14.3167,922000.181606096,2,"false",TRUE,FALSE,FALSE,TRUE,TRUE,1,FALSE
"681","2022-04-03",9,"The Queen of Flow","The Queen of Flow: Season 2",6640000,14.3167,463794.030747309,16,"false",FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE
"682","2022-04-03",10,"Pasión de Gavilanes","Pasión de Gavilanes: Season 1",5530000,11.1667,495222.402321187,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
"683","2022-03-27",1,"Bridgerton","Bridgerton: Season 2",193020000,15.5833,12386336.6552656,1,"false",TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"684","2022-03-27",3,"Bridgerton","Bridgerton: Season 1",32280000,15.5833,2071448.28117279,1,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"685","2022-03-27",4,"Top Boy","Top Boy: Season 2",30640000,11.1667,2743872.40635103,2,"false",TRUE,FALSE,FALSE,TRUE,TRUE,2,FALSE
"686","2022-03-27",6,"The Last Kingdom","The Last Kingdom: Season 5",27820000,12.7,2190551.18110236,3,"false",FALSE,FALSE,FALSE,TRUE,TRUE,5,FALSE
"687","2022-03-27",8,"Top Boy","Top Boy: Season 1",19260000,8.9833,2143978.27079136,1,"false",TRUE,FALSE,FALSE,TRUE,TRUE,1,FALSE
"688","2022-03-20",1,"The Last Kingdom","The Last Kingdom: Season 5",48950000,11.1667,4383569.00427163,2,"false",FALSE,FALSE,FALSE,TRUE,TRUE,5,FALSE
"689","2022-03-20",4,"Formula 1: Drive to Survive","Formula 1: Drive to Survive: Season 4",29020000,11.1667,2598798.21254265,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"690","2022-03-20",7,"Top Boy","Top Boy: Season 2",21740000,14.3167,1518506.3597058,1,"false",TRUE,FALSE,FALSE,TRUE,TRUE,2,FALSE
"691","2022-03-20",10,"Good Girls","Good Girls: Season 4",17490000,12.7,1377165.35433071,6,"false",FALSE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"692","2022-03-13",2,"The Last Kingdom","The Last Kingdom: Season 5",63540000,14.3167,4438173.60145844,1,"false",FALSE,FALSE,FALSE,TRUE,TRUE,5,FALSE
"693","2022-03-13",5,"Formula 1: Drive to Survive","Formula 1: Drive to Survive: Season 4",28010000,12.7,2205511.81102362,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"694","2022-03-13",7,"Good Girls","Good Girls: Season 4",24500000,14.3167,1711288.2158598,5,"false",FALSE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"695","2022-03-13",8,"Love Is Blind","Love Is Blind: Season 2",24240000,15.5833,1555511.34868738,5,"false",FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"696","2022-03-13",9,"The Last Kingdom","The Last Kingdom: Season 1",17180000,12.7,1352755.90551181,1,"false",FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE
"697","2022-03-13",10,"Queen of the South","Queen of the South: Season 5",11460000,8.9833,1275700.46642103,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,5,FALSE
"698","2022-03-13",10,"The Queen of Flow","The Queen of Flow: Season 2",8410000,11.1667,753132.080202746,15,"false",FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE
"699","2022-03-06",5,"Love Is Blind","Love Is Blind: Season 2",39750000,12.7,3129921.25984252,4,"false",FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"700","2022-03-06",9,"Sweet Magnolias","Sweet Magnolias: Season 2",11780000,14.3167,822815.313584834,5,"false",FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"701","2022-03-06",10,"Ozark","Ozark: Season 4",9110000,11.1667,815818.460243402,7,"false",TRUE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"702","2022-03-06",10,"Dark Desire","Dark Desire: Season 2",10400000,15.5833,667381.106697554,5,"false",FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE
"703","2022-02-27",3,"Love Is Blind","Love Is Blind: Season 2",53600000,15.5833,3439579.54990278,3,"false",FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"704","2022-02-27",6,"Sweet Magnolias","Sweet Magnolias: Season 2",18610000,8.9833,2071621.78709383,4,"false",FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"705","2022-02-27",7,"Ozark","Ozark: Season 4",12860000,14.3167,898251.692079879,6,"false",TRUE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"706","2022-02-27",8,"Space Force","Space Force: Season 2",12320000,14.3167,860533.502832357,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"707","2022-02-27",9,"Raising Dion","Raising Dion: Season 2",11760000,12.7,925984.251968504,4,"false",FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"708","2022-02-27",4,"Dark Desire","Dark Desire: Season 2",15010000,12.7,1181889.76377953,4,"false",FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE
"709","2022-02-27",5,"Toy Boy","Toy Boy: Season 1",12750000,8.9833,1419300.25714381,3,"false",FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
"710","2022-02-27",6,"Toy Boy","Toy Boy: Season 2",12700000,11.1667,1137310.03788048,3,"false",FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE
"711","2022-02-20",2,"Love Is Blind","Love Is Blind: Season 2",58960000,8.9833,6563289.65970189,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"712","2022-02-20",3,"Sweet Magnolias","Sweet Magnolias: Season 2",29760000,11.1667,2665066.67144277,3,"false",FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"713","2022-02-20",4,"Ozark","Ozark: Season 4",17990000,15.5833,1154440.97206625,5,"false",TRUE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"714","2022-02-20",5,"Raising Dion","Raising Dion: Season 2",17550000,8.9833,1953625.05983325,3,"false",FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"715","2022-02-20",8,"Raising Dion","Raising Dion: Season 1",14140000,14.3167,987657.770296227,3,"false",FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"716","2022-02-20",9,"Disenchantment","Disenchantment: Part 4",12300000,14.3167,859136.532860226,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"717","2022-02-20",3,"Toy Boy","Toy Boy: Season 2",23810000,14.3167,1663092.7518213,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE
"718","2022-02-20",4,"Dark Desire","Dark Desire: Season 2",22950000,15.5833,1472730.42295278,3,"false",FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE
"719","2022-02-20",5,"Toy Boy","Toy Boy: Season 1",21460000,8.9833,2388877.13869068,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
"720","2022-02-20",8,"Dark Desire","Dark Desire: Season 1",12590000,8.9833,1401489.4303875,3,"false",FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
"721","2022-02-20",9,"The Queen of Flow","The Queen of Flow: Season 2",11420000,14.3167,797669.854086486,14,"false",FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE
"722","2022-02-13",2,"Sweet Magnolias","Sweet Magnolias: Season 2",58150000,14.3167,4061690.19396928,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"723","2022-02-13",3,"Raising Dion","Raising Dion: Season 2",30350000,11.1667,2717902.3346199,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"724","2022-02-13",4,"Ozark","Ozark: Season 4",24770000,8.9833,2757338.61721194,4,"false",TRUE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"725","2022-02-13",5,"Raising Dion","Raising Dion: Season 1",23520000,8.9833,2618191.53317823,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"726","2022-02-13",7,"Love Is Blind","Love Is Blind: Season 2",21780000,15.5833,1397650.0484493,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"727","2022-02-13",8,"Sweet Magnolias","Sweet Magnolias: Season 1",21640000,15.5833,1388666.07201299,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"728","2022-02-13",9,"Disenchantment","Disenchantment: Part 4",17090000,8.9833,1902418.93290884,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"729","2022-02-13",3,"Dark Desire","Dark Desire: Season 2",43760000,12.7,3445669.29133858,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE
"730","2022-02-13",4,"Dark Desire","Dark Desire: Season 1",23650000,14.3167,1651916.99204426,2,"false",FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
"731","2022-02-13",5,"Toy Boy","Toy Boy: Season 1",18250000,15.5833,1171125.49973369,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
"732","2022-02-13",6,"Toy Boy","Toy Boy: Season 2",15870000,14.3167,1108495.67288551,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE
"733","2022-02-13",7,"The Queen of Flow","The Queen of Flow: Season 2",13070000,14.3167,912919.876787248,13,"false",FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE
"734","2022-02-06",2,"Raising Dion","Raising Dion: Season 2",49090000,12.7,3865354.33070866,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"735","2022-02-06",4,"Ozark","Ozark: Season 4",44630000,11.1667,3996704.48744929,3,"false",TRUE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"736","2022-02-06",5,"Sweet Magnolias","Sweet Magnolias: Season 2",4.3e+07,14.3167,3003485.44008047,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"737","2022-02-06",6,"Raising Dion","Raising Dion: Season 1",26460000,11.1667,2369545.16553682,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"738","2022-02-06",7,"Ozark","Ozark: Season 1",19930000,11.1667,1784770.79172898,3,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"739","2022-02-06",8,"Ozark","Ozark: Season 2",17360000,8.9833,1932474.70306012,2,"false",TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"740","2022-02-06",9,"Ozark","Ozark: Season 3",17210000,8.9833,1915777.05297608,2,"false",TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE
"741","2022-02-06",10,"The Sinner","The Sinner: Season 4: Percy",16690000,12.7,1314173.22834646,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"742","2022-02-06",3,"Dark Desire","Dark Desire: Season 2",49590000,14.3167,3463787.04589745,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE
"743","2022-02-06",5,"Dark Desire","Dark Desire: Season 1",24990000,14.3167,1745513.980177,1,"false",FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE
"744","2022-02-06",8,"The Queen of Flow","The Queen of Flow: Season 2",15050000,12.7,1185039.37007874,12,"false",FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE
"745","2022-01-30",1,"Ozark","Ozark: Season 4",96340000,14.3167,6729204.35575237,2,"false",TRUE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"746","2022-01-30",4,"Ozark","Ozark: Season 1",35230000,15.5833,2260753.49893797,2,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"747","2022-01-30",5,"Too Hot to Handle","Too Hot to Handle: Season 3",31740000,14.3167,2216991.34577102,2,"false",FALSE,FALSE,FALSE,FALSE,TRUE,3,FALSE
"748","2022-01-30",7,"Ozark","Ozark: Season 2",21540000,14.3167,1504536.65998449,1,"false",TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE
"749","2022-01-30",8,"The Sinner","The Sinner: Season 4: Percy",21320000,12.7,1678740.15748032,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"750","2022-01-30",9,"Ozark","Ozark: Season 3",20280000,8.9833,2257522.29136286,1,"false",TRUE,FALSE,FALSE,FALSE,TRUE,3,FALSE
"751","2022-01-30",10,"Riverdale","Riverdale: Season 5",16460000,12.7,1296062.99212598,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,5,FALSE
"752","2022-01-30",6,"The Queen of Flow","The Queen of Flow: Season 2",17800000,12.7,1401574.80314961,11,"false",FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE
"753","2022-01-23",1,"Ozark","Ozark: Season 4",77010000,15.5833,4941828.75257487,1,"false",TRUE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"754","2022-01-23",3,"Too Hot to Handle","Too Hot to Handle: Season 3",41100000,14.3167,2870773.29272807,1,"false",FALSE,FALSE,FALSE,FALSE,TRUE,3,FALSE
"755","2022-01-23",5,"Ozark","Ozark: Season 1",24480000,11.1667,2192232.26199325,1,"false",TRUE,FALSE,FALSE,FALSE,TRUE,1,FALSE
"756","2022-01-23",6,"Cobra Kai","Cobra Kai: Season 4",23840000,15.5833,1529842.84458362,4,"false",FALSE,FALSE,FALSE,FALSE,TRUE,4,FALSE
"757","2022-01-23",7,"The Witcher","The Witcher: Season 2",22640000,12.7,1782677.16535433,6,"false",TRUE,FALSE,FALSE,TRUE,TRUE,2,FALSE
"758","2022-01-23",8,"Manifest","Manifest: Season 1",20760000,15.5833,1332195.36298473,9,"false",FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE
